中油九八D: 	中油:B-Ni 98D:I-Ni 中国农业科学院:I-Ni 油料作物:I-Ni 研究所:E-Ni 
中江红妍: 	中江红妍:B-Ni 南京:I-Ni 利华:I-Ni 蔬菜:E-Ni 江苏:B-Ni 中:I-Ni 江:I-Ni 种业:I-Ni 股份:I-Ni 有限公司:E-Ni 江苏省:S-Ns 
中玉50: 	叶鞘:S-Nh 华北:S-Ns 
中油桃8号: 	郑州:B-Ni 果树:I-Ni 研究所:E-Ni 
中浙优86: 	中浙优86:B-Ni 中国:I-Ni 水稻:I-Ni 研究所:I-Ni 浙江:I-Ni 勿忘:I-Ni 农:I-Ni 种业:I-Ni 股份:I-Ni 有限公司:E-Ni 
中莲1A: 	中莲1A:B-Ni 江苏:I-Ni 中南:I-Ni 种业:I-Ni 科技:I-Ni 有限公司:E-Ni 
中育10号: 	
中育6号: 	中育6号:B-Ni 中国农业科学院:I-Ni 棉花:I-Ni 研究所:E-Ni 河南省:B-Ni 全国:I-Ni 农作物:I-Ni 品种:I-Ni 审定:I-Ni 委员会:E-Ni 
中迪985: 	辽宁:B-Ni 丹铁:I-Ni 种业:I-Ni 科技:I-Ni 有限公司:E-Ni 辽宁:B-Ns 吉林:E-Ns 河北:S-Ns 天津:B-Ns 山西:I-Ns 内蒙古:I-Ns 赤峰:I-Ns 地区:E-Ns 陕西:B-Ns 延安地区:E-Ns 
中育9号: 	
中育12号: 	中育12号:B-Ni 04:I-Ni 中:I-Ni 70:I-Ni 中国农业科学院:I-Ni 棉花:I-Ni 研究所:I-Ni 中国农业科学院:I-Ni 作物科学:I-Ni 研究所:E-Ni 中国农业科学院:B-Ni 棉花:I-Ni 研究所:E-Ni 
中黄36: 	
中迪九八五: 	叶鞘:S-Nh 颖:S-Nh 
中科11号: 	中科11号:B-Ni 北京:I-Ni 中科:I-Ni 华泰:I-Ni 科技:I-Ni 有限公司:I-Ni 河南:I-Ni 科泰:I-Ni 种业:I-Ni 有限公司:E-Ni 郑:S-Nh 郑:S-Nh 黄:S-Nh 
仲恺花10号: 	
仲紫糯1号: 	广东省:S-Ns 
有机蔬菜: 	
葫芦瓜: 	河北:S-Ns 中国:S-Ns 中国:S-Ns 常吃:S-Nh 后全:S-Nh 中国:S-Ns 
黄金瓜: 	伊丽莎白:S-Nh 
南康甜柚: 	
南盛沙糖桔: 	南盛沙糖桔:S-Ns 
无核白鸡心: 	欧亚:S-Nh 美国:S-Ns 
早春红玉西瓜: 	日本:S-Ns 
开心果: 	阿月浑子:S-Nh 叙利亚:B-Ns 伊拉克:I-Ns 伊朗:E-Ns 苏联:S-Ns 中国:B-Ns 新疆:E-Ns 
奥冠红梨: 	奥冠红梨:S-Nh 山东省:B-Ni 聊城:I-Ni 大学:I-Ni 农学院:E-Ni 
红考密斯: 	美国:B-Ni 华盛顿州:I-Ni 从考:I-Ni 密斯:I-Ni 梨:E-Ni 
宁引五号: 	
新西兰红梨: 	新西兰:S-Ns 河南:B-Ns 虞城县:E-Ns 中国:S-Ns 
友谊1号: 	友谊1号:B-Ni 黑龙江:I-Ni 友谊:I-Ni 农场:E-Ni 王述:S-Nh 北大荒:S-Ns 
早红考密斯: 	早红考密斯:S-Nh 英国:S-Ns 河北省:B-Ni 农林:I-Ni 科学院:I-Ni 昌黎:I-Ni 果树:I-Ni 研究所:E-Ni 
早佳梨: 	
齐甜一号: 	黑龙江省:B-Ni 齐齐哈尔市:I-Ni 蔬菜:I-Ni 研究所:E-Ni 巴青:S-Nh 内蒙古:S-Ns 
北农福田: 	北农福田:S-Ns 北京地区:S-Ns 
宝凤: 	陈:S-Nh 徐陵:S-Ns 玉台新:S-Nh 北地:B-Ns 燕脂:E-Ns 魏帝:S-Nh 轩辕:S-Nh 
富莱特: 	北京地区:S-Ns 
航兴天秀2号: 	北京地区:S-Ns 
航兴天秀1号: 	皮厚:S-Nh 
红小玉: 	小玉红:S-Nh 
黑翡翠: 	包公:S-Nh 
金太阳无籽一号: 	金太阳:B-Ns 无籽:E-Ns 中国农科院:B-Ni 郑州:I-Ni 果树:I-Ni 研究所:E-Ni 
吉福二号: 	北京地区:S-Ns 
京博一号: 	
绿明珠: 	皮厚:S-Nh 福州:B-Ns 莆田:E-Ns 
荃抗绿霸: 	兰州市:B-Ni 城关区:I-Ni 兴农种子:I-Ni 经营部:I-Ni 安徽:I-Ni 荃:I-Ni 银高科:I-Ni 种业:I-Ni 股份:I-Ni 有限公司:E-Ni 甘肃省:B-Ns 兰州:I-Ns 白银:I-Ns 武威:I-Ns 酒泉:E-Ns 
瑞宏: 	瑞宏:S-Nh 京:S-Ns 瑞宏:S-Ns 
荃抗8号: 	荃抗8号:B-Ni 兰州市:I-Ni 城关区:I-Ni 兴农种子:E-Ni 比西:S-Ns 
日本丽都: 	日本丽都:B-Ns 日本:E-Ns 
无籽红蜜: 	江苏省:S-Ns 京欣:S-Ns 江苏省:S-Ns 京欣:S-Ns 京欣:S-Ns 
小玉无籽: 	小玉无籽:B-Ni 江苏省:I-Ni 农业:I-Ni 科学院:I-Ni 蔬菜:I-Ni 研究所:E-Ni 江苏省:S-Ns 
西瓜焦腐病: 	长江:S-Ns 
西瓜煤污病: 	
西瓜终极腐霉猝倒病: 	华南:S-Ns 
西瓜绵腐病: 	
西瓜花腐病: 	
西瓜蔓枯病: 	长江三角洲:S-Ns 
西瓜细菌性角斑病: 	叶柄:S-Nh 
鑫福金太郎: 	鑫福金太郎:S-Nh 
喜春: 	北京:B-Ni 绿苗:I-Ni 农业:I-Ni 技术:I-Ni 研究所:E-Ni 
雪峰红宝无籽: 	巧施:S-Nh 
浙蜜6号: 	浙蜜6号:B-Ni 露地:I-Ni 西瓜:I-Ni 浙江大学:I-Ni 农业:I-Ni 生物:I-Ni 技术:I-Ni 学院:I-Ni 浙江:I-Ni 勿忘:I-Ni 农:I-Ni 种业:I-Ni 股份:I-Ni 有限公司:E-Ni 
郑抗无籽5号: 	
郑抗无籽3号: 	郑抗无籽3号:B-Ni 品种:I-Ni 来源:I-Ni 中国农业科学院:I-Ni 郑州:I-Ni 果树:I-Ni 研究所:E-Ni 
郑抗无籽1号: 	郑抗无籽1号:B-Ni 中国农业科学院:I-Ni 郑州:I-Ni 果树:I-Ni 研究所:E-Ni 
中京1号: 	北京地区:S-Ns 
郑抗新一号: 	中:S-Ns 势强:S-Nh 福建省:S-Ns 
州职一号: 	州职一号:B-Ni 湘西:I-Ni 民族:I-Ni 职业:I-Ni 技术:I-Ni 学院:E-Ni 
郑果5506: 	中国农业科学院:B-Ni 郑州:I-Ni 果树:I-Ni 研究所:E-Ni 河南省:S-Ns 河南省:S-Ns 河南省:S-Ns 
扁豆绵疫病: 	
碧龙一号: 	中国:S-Ns 
白玉春: 	白玉春:S-Nh 叶缘:S-Nh 
春优5号黄瓜: 	
朝优4号: 	
菜豆细菌性疫病: 	
超人一号: 	露地栽培:S-Nh 
长春大型春萝卜: 	长春大型春萝卜:S-Ns 韩国:S-Ns 北京市:B-Ni 特种:I-Ni 蔬菜:I-Ni 种苗:I-Ni 公司:E-Ni 
东升满堂红萝卜: 	势强:S-Nh 叶柄:S-Nh 
大红袍荸荠: 	浙江省:S-Ns 
反季节蔬菜: 	
富春大根: 	富春大根:B-Ni 萝卜:I-Ni 品种:I-Ni 北京市:I-Ni 特种:I-Ni 蔬菜:I-Ni 种苗:I-Ni 公司:E-Ni 韩国:B-Ni 汉城:I-Ni 种苗:I-Ni 公司:E-Ni 
甘蓝菜: 	地中海:S-Ns 叶大而厚:S-Nh 美国:B-Ni 防癌:I-Ni 协会:E-Ni 
沪油15: 	
玲珑脆: 	
罗马直立生菜: 	
辽茄五号--茄子: 	
冕宁红萝卜: 	四川省:B-Ns 冕宁县:E-Ns 叶簇:S-Nh 
宁油16号: 	
欧粉一号: 	美国:S-Ns 
清白早黄瓜: 	
青海大红番茄: 	青海大红番茄:S-Ns 青海省:B-Ni 农科院:E-Ni 西宁市:S-Ns 青海省:S-Ns 
穗新1号: 	广州市:S-Ns 
蔬菜大棚: 	
铁椒1号: 	
无公害蔬菜: 	
夏棠1号: 	广州市:B-Ns 天河区:I-Ns 东圃:E-Ns 
新红胡萝卜: 	天津市:S-Ns 
新杂1号: 	江苏省:B-Ni 连云港市:I-Ni 农业:I-Ni 科学:I-Ni 研究所:E-Ni 江苏:B-Ns 南通:I-Ns 淮阴:I-Ns 连云港:E-Ns 
线杂1号: 	江苏:S-Ns 
鑫福冬棚黄瓜: 	鑫福牌:B-Ni 冬棚:I-Ni 沈阳市:I-Ni 科普:I-Ni 园艺:I-Ni 研究所:E-Ni 
鑫福秋棚黄瓜: 	
雪参果: 	非洲:B-Ns 墨西哥:E-Ns 台湾省:S-Ns 
鑫福高抗巨丰199黄瓜: 	沈阳市:B-Ni 科普:I-Ni 园艺:I-Ni 研究所:E-Ni 
中农7号: 	中农7号:B-Ni 中国农科院:I-Ni 蔬菜:I-Ni 花卉:I-Ni 研究所:E-Ni 华北:S-Ns 华东:B-Ns 地区:E-Ns 
